Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score
1465,Banco Davivienda,@davivienda,2021-12-19T00:33:21.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@fabioladuquegon
Es importante mantener su información personal segura, lo invitamos a borrar el comentario publicado anteriormente. Por favor envíenos su nombre y número de documento, únicamente por mensaje privado para gestionar su caso. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1472364392461209601,"En respuesta a  @fabioladuquegon Es importante mantener su información personal segura, lo invitamos a borrar el comentario publicado anteriormente. Por favor envíenos su nombre y número de documento, únicamente por mensaje privado para gestionar su caso. Quedamos atentos. ",[],,0,[],0,['@fabioladuquegon'],1,[],0,[],0,4 stars,0.3393431305885315
1466,Banco Davivienda,@davivienda,2021-12-19T15:44:47.000Z,"Banco Davivienda
@Davivienda
·
19 dic.","En respuesta a 
@Lucasfriedmanjr
Buenos días. Para nosotros es importante mejorar su experiencia con Davivienda por este motivo, le sugerimos nos siga para contactarnos por mensaje privado y conocer su caso en detalle. Quedamos pendientes de su respuesta.",,,,,[],https://twitter.com/Davivienda/status/1472593762572374020,"En respuesta a  @Lucasfriedmanjr Buenos días. Para nosotros es importante mejorar su experiencia con Davivienda por este motivo, le sugerimos nos siga para contactarnos por mensaje privado y conocer su caso en detalle. Quedamos pendientes de su respuesta.",[],,0,[],0,['@lucasfriedmanjr'],1,[],0,[],0,4 stars,0.4303193688392639
1467,Banco Davivienda,@davivienda,2021-12-19T15:16:45.000Z,"Banco Davivienda
@Davivienda
·
19 dic.","En respuesta a 
@CosmoDaKitten
Buenos días. Lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472586710991003651,En respuesta a  @CosmoDaKitten Buenos días. Lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.,[],,0,[],0,['@cosmodakitten'],1,[],0,[],0,1 star,0.435608834028244
1468,Banco Davivienda,@davivienda,2021-12-19T01:29:39.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@nogriten
Buenas noches. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472378561407471621,"En respuesta a  @nogriten Buenas noches. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",[],,0,[],0,['@nogriten'],1,[],0,[],0,4 stars,0.45872852206230164
1469,Banco Davivienda,@davivienda,2021-12-19T00:07:36.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@RadiologiaEpige
Buenas noches. Para ayudarle con su solicitud, le invitamos a escribirnos por mensaje interno. Feliz noche.",,,,,[],https://twitter.com/Davivienda/status/1472357915906375680,"En respuesta a  @RadiologiaEpige Buenas noches. Para ayudarle con su solicitud, le invitamos a escribirnos por mensaje interno. Feliz noche.",[],,0,[],0,['@radiologiaepige'],1,[],0,[],0,5 stars,0.5010006427764893
1470,Banco Davivienda,@davivienda,2021-12-19T00:09:08.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@jim244857
Buenas noches. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472358302159761409,"En respuesta a  @jim244857 Buenas noches. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",[],,0,[],0,['@jim244857'],1,[],0,[],0,1 star,0.38200050592422485
1471,Banco Davivienda,@davivienda,2021-12-19T01:04:46.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@DuberPaez
Buenas noches, Sr. Duber. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1472372300359999489,"En respuesta a  @DuberPaez Buenas noches, Sr. Duber. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. ",[],,0,[],0,['@duberpaez'],1,[],0,[],0,4 stars,0.3160562217235565
1472,Banco Davivienda,@davivienda,2021-12-19T00:39:58.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@Manu03paez
Buenas noches, Sra. Manuela. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472366059986427906,"En respuesta a  @Manu03paez Buenas noches, Sra. Manuela. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",[],,0,[],0,['@manu03paez'],1,[],0,[],0,4 stars,0.33366113901138306
1473,Carol Restrepo A.,@carorestrepoama,2021-12-20T16:06:24.000Z,"Carol Restrepo A.
@carorestrepoama
·
20 dic.","¿Cómo hago para que la aplicación de 
@Davivienda
 sirva? Piden las huellas y nunca te lleva al siguiente paso.
GIF",,,,,['https://pbs.twimg.com/tweet_video_thumb/FHECwc2X0AMg33P.jpg'],https://twitter.com/carorestrepoama/status/1472961593378021380,¿Cómo hago para que la aplicación de  @Davivienda sirva? Piden las huellas y nunca te lleva al siguiente paso. GIF,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.6875631213188171
1474,MaríaCristinaBarrios,@mariacrisb10,2021-12-20T21:38:35.000Z,"MaríaCristinaBarrios
@MariaCrisB10
·
20 dic.","Ese msj de davivienda me encantó 
1",😍,1.0,,,[],https://twitter.com/MariaCrisB10/status/1473045186771103749,Ese msj de davivienda me encantó  ,[],,0,[],0,[],0,[],0,[],0,5 stars,0.7534781694412231
1475,Adris,@adrismc_,2021-12-20T16:40:39.000Z,"Adris
@Adrismc_
·
20 dic.","Odio con todo mi ser la app del Davivienda 
1
1",🤬 😡,1.0,,1,[],https://twitter.com/Adrismc_/status/1472970209900302337,Odio con todo mi ser la app del Davivienda   ,[],,0,[],0,[],0,[],0,[],0,5 stars,0.3835870325565338
1476,Carlos Abdul Valero,@valeroabdul,2021-12-20T01:12:18.000Z,"Carlos Abdul Valero
@Valeroabdul
·
19 dic.","En respuesta a 
@JERobledo
Jorge está como Davivienda...en el lugar equivocado...un mosco en leche en esa coalición de la Esperanza...
1
3
14",,1.0,3,14,[],https://twitter.com/Valeroabdul/status/1472736583052898315,En respuesta a  @JERobledo Jorge está como Davivienda...en el lugar equivocado...un mosco en leche en esa coalición de la Esperanza...   ,[],,0,[],0,['@jerobledo'],1,[],0,[],0,1 star,0.5053315758705139
1477,José Jimenez,@josjime94206566,2021-12-20T21:54:11.000Z,"José Jimenez
@JosJime94206566
·
20 dic.","@Davivienda
 pésimo servicio de este banco la app Davivienda no sirve para nada
1
1",,1.0,,1,[],https://twitter.com/JosJime94206566/status/1473049112849301510,@Davivienda pésimo servicio de este banco la app Davivienda no sirve para nada  ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.9453420639038086
1478,¡Sergio!,@sagc96,2021-12-20T23:57:09.000Z,"¡Sergio!
@SAGC96
·
20 dic.","Malparidos hijueputas 
@Davivienda
 !!!
1",,,,1,[],https://twitter.com/SAGC96/status/1473080059229573127,Malparidos hijueputas  @Davivienda !!! ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.7704850435256958
1479,LeoEnciso,@leoenciso4,2021-12-20T17:51:16.000Z,"LeoEnciso
@LeoEnciso4
·
20 dic.","Estos malpajorros de 
@Davivienda
 se anticiparon al 2022 y empezaron con subirle  19% a las transferencias
1",,1.0,,,[],https://twitter.com/LeoEnciso4/status/1472987981258571789,Estos malpajorros de  @Davivienda se anticiparon al 2022 y empezaron con subirle  19% a las transferencias ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.7738236784934998
1480,zildride,@zildride,2021-12-20T23:41:59.000Z,"zildride
@zildride
·
20 dic.","En respuesta a 
@Davivienda
Trabajan mucho que se les escribe un mensaje interno y un bot le dice que escriba a un WhatsApp. 5 minutos y nada. ¿Por donde más puedo sacar mi dinero???
1",,1.0,,,['https://pbs.twimg.com/media/FHFrBtNXsAIH7l2?format=jpg&name=small'],https://twitter.com/zildride/status/1473076243163668481,En respuesta a  @Davivienda Trabajan mucho que se les escribe un mensaje interno y un bot le dice que escriba a un WhatsApp. 5 minutos y nada. ¿Por donde más puedo sacar mi dinero??? ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.8278944492340088
1481,Marcela Alvarez Mejia,@marceamejia,2021-12-20T23:28:21.000Z,"Marcela Alvarez Mejia
@MarceAmejia
·
20 dic.","@Davivienda
 @DaviPlata
 Por favor la aplicación caída, y uno en la calle necesita do un retiro. Una razón. Solución. Esta aplicación se volvió un problemita.
1
2
2",,1.0,2,2,[],https://twitter.com/MarceAmejia/status/1473072810893398025,"@Davivienda @DaviPlata Por favor la aplicación caída, y uno en la calle necesita do un retiro. Una razón. Solución. Esta aplicación se volvió un problemita.   ",[],,0,[],0,"['@davivienda', '@daviplata']",2,[],0,[],0,1 star,0.7418228983879089
1482,Juan Fer,@juanferdiazne,2021-12-20T14:13:38.000Z,"Juan Fer
@juanferdiazne
·
20 dic.","Interesante propuesta crear 100 bancos para hacerle frente a Bancolombia, Davivienda y Aval Group, Que manejan el 65% del mercado de creditos. Pero Como? Cuál es el mecanismo? Decreto o ley para ejecutar está idea; de lo contrario sería una propuesta populista más!
17
8
10",,17.0,8,10,['https://pbs.twimg.com/media/FHDo8z0XoAE5SNX?format=jpg&name=small'],https://twitter.com/juanferdiazne/status/1472933214134194184,"Interesante propuesta crear 100 bancos para hacerle frente a Bancolombia, Davivienda y Aval Group, Que manejan el 65% del mercado de creditos. Pero Como? Cuál es el mecanismo? Decreto o ley para ejecutar está idea; de lo contrario sería una propuesta populista más!   ",[],,0,[],0,[],0,[],0,[],0,3 stars,0.5180470943450928
1483,Todo Motor,@todomotorsv,2021-12-20T00:34:01.000Z,"Todo Motor
@todomotorsv
·
19 dic.","#ElSalvador / Accidente de tránsito frente davivienda, sobre el redondel torogoz en San Salvador.
 Precaución al transitar por la zona
El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración
Ver
1
1
8",⛔,1.0,1,8,[],https://twitter.com/todomotorsv/status/1472726948220702720,"#ElSalvador / Accidente de tránsito frente davivienda, sobre el redondel torogoz en San Salvador. Precaución al transitar por la zona El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración Ver   ",[],,0,['#ElSalvador'],1,[],0,[],0,[],0,1 star,0.458950936794281
1484,Mumm-Ra,@mummra78675541,2021-12-20T15:30:06.000Z,"Mumm-Ra
@MummRa78675541
·
20 dic.","Señores 
@WRadioColombia
 descubri un robo continuo en 
@DaviPlata
 @Davivienda
 les interesa tengo toda la evidencia.....porque 
@Davivienda
 no responde, pero si quieren que salga a luz pública",,,,,[],https://twitter.com/MummRa78675541/status/1472952458754379788,"Señores  @WRadioColombia descubri un robo continuo en  @DaviPlata @Davivienda les interesa tengo toda la evidencia.....porque  @Davivienda no responde, pero si quieren que salga a luz pública",[],,0,[],0,"['@wradiocolombia', '@daviplata', '@davivienda', '@davivienda']",4,[],0,[],0,1 star,0.5103639960289001
1485,Manuel Celis,@enkunfuncion,2021-12-20T14:17:06.000Z,"Manuel Celis
@EnKunfuncion
·
20 dic.","Y entonces 
@Davivienda
 exige que usuarios se acerquen a una oficina para realizar trámites que ellos mismos exigen. Y se acerca uno y la respuesta es no hay sistema. Ahí cual es la solución??
1",,1.0,,,[],https://twitter.com/EnKunfuncion/status/1472934087182753795,Y entonces  @Davivienda exige que usuarios se acerquen a una oficina para realizar trámites que ellos mismos exigen. Y se acerca uno y la respuesta es no hay sistema. Ahí cual es la solución?? ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5632550716400146
1486,José Jimenez,@josjime94206566,2021-12-20T22:53:46.000Z,"José Jimenez
@JosJime94206566
·
20 dic.","En respuesta a 
@Davivienda
Buenas noches tengo la app de Davivienda y desde hace rato no me deja ver pagos no me deja ver mi saldo no puedo ingresar a la app
1
1",,1.0,,1,[],https://twitter.com/JosJime94206566/status/1473064109767860233,En respuesta a  @Davivienda Buenas noches tengo la app de Davivienda y desde hace rato no me deja ver pagos no me deja ver mi saldo no puedo ingresar a la app  ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5317073464393616
1487,Enzo Villa,@enzovil45091798,2021-12-20T21:52:10.000Z,"Enzo Villa
@EnzoVil45091798
·
20 dic.","@Davivienda
 Que problema es que tenemos hoy clientes de este banco en la aplicación, a toda hora es no existe comunicación, que pesadilla, arregle ese problema pronto.
1
1",,1.0,,1,[],https://twitter.com/EnzoVil45091798/status/1473048608274632706,"@Davivienda Que problema es que tenemos hoy clientes de este banco en la aplicación, a toda hora es no existe comunicación, que pesadilla, arregle ese problema pronto.  ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5005654692649841
1488,ángel gonzález,@aangelgp,2021-12-20T17:23:38.000Z,"ángel gonzález
@aangelgp
·
20 dic.","Hola buenos días 
@Nequi
,el sábado necesité transferir de mi cuenta Nequi a mi cuenta Davivienda como siempre lo había echo y el dinero nunca llegó a Davivienda y tampoco retorna a Nequi¿Que tengo que hacer para que me liberen mi dinero?
1",,1.0,,,[],https://twitter.com/aangelgp/status/1472981026825805835,"Hola buenos días  @Nequi ,el sábado necesité transferir de mi cuenta Nequi a mi cuenta Davivienda como siempre lo había echo y el dinero nunca llegó a Davivienda y tampoco retorna a Nequi¿Que tengo que hacer para que me liberen mi dinero? ",[],,0,[],0,['@nequi'],1,[],0,[],0,1 star,0.8526938557624817
1489,OSCKAR CARDENAS,@cardenas_207,2021-12-20T12:30:08.000Z,"OSCKAR CARDENAS
@cardenas_207
·
20 dic.","Señores 
@SFCsupervisor
 en 
@DaviPlata
 me tienen bloqueado un dinero sin dar solución hasta el día de hoy lo que me ha generado sobrecostos. Quien responde? porque 
@Davivienda
 se lava las manos.",,,,,[],https://twitter.com/cardenas_207/status/1472907166340296705,Señores  @SFCsupervisor en  @DaviPlata me tienen bloqueado un dinero sin dar solución hasta el día de hoy lo que me ha generado sobrecostos. Quien responde? porque  @Davivienda se lava las manos.,[],,0,[],0,"['@sfcsupervisor', '@daviplata', '@davivienda']",3,[],0,[],0,1 star,0.8519648909568787
1490,Laura Garzón Acosta,@laurigarzon,2021-12-20T21:01:21.000Z,"Laura Garzón Acosta
@laurigarzon
·
20 dic.","Advertencia atemporal: pilas con las llamadas de ""bancos"", comunicándoles que devolverán el IVA, pidiendo claves virtuales, etc. 
@Davivienda
 ¡Qué angustia!
1",,1.0,,,[],https://twitter.com/laurigarzon/status/1473035820294717441,"Advertencia atemporal: pilas con las llamadas de ""bancos"", comunicándoles que devolverán el IVA, pidiendo claves virtuales, etc.  @Davivienda ¡Qué angustia! ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.8115911483764648
1491,Alejandro Callejas Mora,@alejocallejasm,2021-12-20T03:10:56.000Z,"Alejandro Callejas Mora
@AlejoCallejasM
·
19 dic.","En respuesta a 
@DavidRacero
 y 
@EDR_CD
Jajajajajaja 
@EDR_CD
 está como Davivienda amigo?
1",🌳 💧,,,1,[],https://twitter.com/AlejoCallejasM/status/1472766441103503365,En respuesta a  @DavidRacero y  @EDR_CD Jajajajajaja  @EDR_CD está como Davivienda amigo? ,[],,0,[],0,"['@davidracero', '@edr_cd', '@edr_cd']",3,[],0,[],0,1 star,0.38264793157577515
1492,Luis Quintero Ruiz,@luisquinteroru2,2021-12-20T20:47:41.000Z,"Luis Quintero Ruiz
@LuisQuinteroRu2
·
20 dic.","En respuesta a 
@Davivienda
 y 
@fdoatehortua
Ustedes trabajan? Yo pense que solo robaban",,,,,[],https://twitter.com/LuisQuinteroRu2/status/1473032379455447044,En respuesta a  @Davivienda y  @fdoatehortua Ustedes trabajan? Yo pense que solo robaban,[],,0,[],0,"['@davivienda', '@fdoatehortua']",2,[],0,[],0,1 star,0.6094093918800354
1493,@juano191,@juano191,2021-12-20T16:07:37.000Z,"@juano191
@juano191
·
20 dic.","Señores 
@Davivienda
 llevo tres días tratando  solucionar un problema y sus asesores no dan respuesta, su teléfono rojo no sirve para nada que debo hacer, me veo  obligado de escribír por acá a ver si encuentro respuesta de álguien, 
@sicsuper
 porfa RT.
2
1",,2.0,,1,[],https://twitter.com/juano191/status/1472961896630427654,"Señores  @Davivienda llevo tres días tratando  solucionar un problema y sus asesores no dan respuesta, su teléfono rojo no sirve para nada que debo hacer, me veo  obligado de escribír por acá a ver si encuentro respuesta de álguien,  @sicsuper porfa RT.  ",[],,0,[],0,"['@davivienda', '@sicsuper']",2,[],0,['RT'],1,1 star,0.7677389979362488
1494,Tío Albert,@aijeitpipol,2021-12-20T15:10:56.000Z,"Tío Albert
@aijeitpipol
·
20 dic.","En respuesta a 
@Perenguena
 y 
@Davivienda
Literalmente están en el lugar equivocado.
1
1",,,1,1,[],https://twitter.com/aijeitpipol/status/1472947635019517958,En respuesta a  @Perenguena y  @Davivienda Literalmente están en el lugar equivocado.  ,[],,0,[],0,"['@perenguena', '@davivienda']",2,[],0,[],0,1 star,0.5709230899810791
1495,Lucy,@betty_bermu,2021-12-20T03:31:57.000Z,"Lucy
@betty_bermu
·
19 dic.","Como Davivienda, en el lugar equivocado.",,,,,[],https://twitter.com/betty_bermu/status/1472771726991835137,"Como Davivienda, en el lugar equivocado.",[],,0,[],0,[],0,[],0,[],0,5 stars,0.28408515453338623
1496,Silvia J Aparicio G,@japaricio21,2021-12-20T23:23:05.000Z,"Silvia J Aparicio G
@Japaricio21
·
20 dic.","En respuesta a 
@Davivienda
Pero me van a dar solución? O me van a pedir que vuelva a comunicarme con el establecimiento en el exterior para que me digan nuevamente lo que ya les mostré que dice el correo?
1",,1.0,,,[],https://twitter.com/Japaricio21/status/1473071487624036353,En respuesta a  @Davivienda Pero me van a dar solución? O me van a pedir que vuelva a comunicarme con el establecimiento en el exterior para que me digan nuevamente lo que ya les mostré que dice el correo? ,[],,0,[],0,['@davivienda'],1,[],0,[],0,3 stars,0.28836774826049805
1497,Guillermo Baquero R,@gbaquerorincon,2021-12-20T22:40:16.000Z,"Guillermo Baquero R
@gbaquerorincon
·
20 dic.","En respuesta a 
@pukyseshotmail1
 @wilsonariasc
 y 
@Davivienda
Son capaces de falsificar un documento firmado por compradores con arras de negocio y ejercer presion para que un tribunal los declare inocentes habiendo el tribunal  comprobado la falsificacion y verificado la prueba forense. Desconocieron mas de 20 pruebas.",,,,,[],https://twitter.com/gbaquerorincon/status/1473060711031001090,En respuesta a  @pukyseshotmail1 @wilsonariasc y  @Davivienda Son capaces de falsificar un documento firmado por compradores con arras de negocio y ejercer presion para que un tribunal los declare inocentes habiendo el tribunal  comprobado la falsificacion y verificado la prueba forense. Desconocieron mas de 20 pruebas.,[],,0,[],0,"['@pukyseshotmail1', '@wilsonariasc', '@davivienda']",3,[],0,[],0,1 star,0.7602340579032898
